"type","objectname","size_bytes","path"
"blob","00bf9a5d2de49da0220479fac62b37ac6a13e4bb","16929","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/User_Setups/SetupX_Template.h"
"blob","48ad3da69bc6e0cee84ca21708dcb72596b97b04","16738","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSerif12pt7b.h"
"blob","a5f19b89195924994367921e5d8081014c406457","16716","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/TFT_Drivers/ILI9481_Init.h"
"blob","478411aafedeec24614b924bce4c97011314e901","16111","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/Font72rle.c"
"blob","4ad9d1a4f46c41ce0ebd5dd9a0998b6c4f33f8cb","16081","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMonoBold12pt7b.h"
"blob","ae8d00cb105bd8c3edb9c7178ed5567bc54b4c7e","16041","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/Font72x53rle.c"
"blob","46a2a9e4e39a7986e5ead1d7da70adbe95869918","16035","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/docs/RPi_TFT_connections/RPi_TFT_mod.png"
"blob","83a9a7708fba5e87487786cedf9788a24bf0a38a","15954","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMonoOblique12pt7b.h"
"blob","567138b554c68133b4e7f9bcf274d059a72cd370","15894","Archive/TideClock/TideDisplay.ino"
"blob","4045c621230f1d184991a5a74bf14d0785e2b913","15382","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/LittleFS/Font_Demo_3/data/NotoSansMonoSCB20.vlw"
"blob","7bb38589f29fee6069c1f3458f2a52589bafba09","15352","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/All_Free_Fonts_Demo/All_Free_Fonts_Demo.ino"
"blob","aea72e802552dc6b859b35878da654e08d5f647e","15234","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/Custom/Roboto_Thin_24.h"
"blob","6250aca3e6ce64513b92a263fb4d00f98a4ebadb","14469","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSansBoldOblique9pt7b.h"
"blob","94ecb883a817def610794a0ea6cd3e92ff1f7b1c","14395","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMono12pt7b.h"
"blob","027aa012b3117a416670e61bdb00914e46cbd207","14025","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Document/JsonDocument.hpp"
"blob","18a6cbe1e340bdb218e47b3e8357c0994be4e7d3","13865","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSansOblique9pt7b.h"
"blob","7fd82dd3dd3c4944c7d72c0e017ccb1bf2f06316","13844","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonObject/compare.cpp"
"blob","47711ee7ccc8964d588d739258d866cbe3757f88","13521","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSerifBoldItalic9pt7b.h"
"blob","b49380a9470d633e20e672fbacc144faaa234e1f","13308","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Processors/TFT_eSPI_ESP8266.c"
"blob","3d3ed825f2adc9757e5fac3e2b921dfc1212ec0a","13298","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Extensions/Touch.cpp"
"blob","ba624de1d0a1112df6486f2a5e6dc969ee70fcbf","13297","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonArray/compare.cpp"
"blob","7199305a39a2ae8ae793420510e726e3978b9d08","13232","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/MsgPack/MsgPackDeserializer.hpp"
"blob","aeea463e7b0a17599fdd88a8e23ece7ea67b8e6b","12992","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSansBold9pt7b.h"
"blob","21166da425051845d0ce6e6c894b51655639a51e","12986","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Tools/bmp2array4bit/star.bmp"
"blob","2e21c90f03b8a26e32cfa2ef253158432df662a6","12868","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Kconfig"
"blob","b530723a345c1548fb64a04fd48f5b0dcfab2c43","12639","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMonoBoldOblique9pt7b.h"
"blob","34e6b8df21e58bf4d09b6b08734f27f9e570d78b","12593","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSerifItalic9pt7b.h"
"blob","52dbe36e10097bf8c44f5549a5bf9f3688298f58","12577","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSerifBold9pt7b.h"
"blob","faadede8187cb4f34980efe701d6c221159001aa","12553","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Graphics/Anti-aliased_Clock/NTP_Time.h"
"blob","1f006a18982601f18c9f2a6842858401854fdcf4","12478","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSans9pt7b.h"
"blob","a80e6ea71992cfce8c7015def99b72d55a9385c7","12405","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/Font64rle.c"
"blob","60ac67a446d25c81c2ca7219b71f6373cac3593e","12251","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/MixedConfiguration/enable_comments_1.cpp"
"blob","153be7d99f1ac6493cfdd7e16477a5cc96a28219","12135","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonDeserializer/object.cpp"
"blob","74e11bb8eba881629787ae9724c89e678841b1c8","12125","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/MsgPackDeserializer/deserializeVariant.cpp"
"blob","cdb20c77b8bf6e53bc33a3dbefb3932d1f8941c7","12051","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeSerif9pt7b.h"
"blob","68129116cfc19a75f17adf9110b556408164be6b","12042","Archive/Images/Rain.jpg"
"blob","75b1766b2c800389d5fad1269e804bd196910cbb","11574","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMonoBold9pt7b.h"
"blob","a00ca829060be6142602397f090ab76b1ac31544","11477","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMonoOblique9pt7b.h"
"blob","a57ed6bb286a675565b078f378067fe99316c750","11451","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/DMA test/SpriteRotatingCube/SpriteRotatingCube.ino"
"blob","f783de289b4cfa880a51aa6dd182a4faaf3df6a1","11404","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Variant/ConverterImpl.hpp"
"blob","7d54a6fa8d95cd0eebb6ebb7b6d53b9ee90bd391","11087","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/Font7srle.c"
"blob","75ec4284b06783338b25b2606f1cb4e603511132","10846","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/Viewport_graphicstest/Viewport_graphicstest.ino"
"blob","803a1bd9748c922e455e4952f08368ce634f96f4","10766","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/LittleFS/Font_Demo_1/data/NotoSansBold15.vlw"
"blob","c959bf6904e6b14e78211623c4237a724b2efa37","10615","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Variant/VariantRefBase.hpp"
"blob","c82d7869c5a235593acdb299f708c276c09999f3","10592","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/GFXFF/FreeMono9pt7b.h"
"blob","c0c3c08314a017ee12e0d6ffa8667dd5e3d592c3","10582","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/Free_Font_Demo/Free_Font_Demo.ino"
"blob","1c2287b327484f27e97ed7603c0813e309d6cdc1","10434","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Processors/TFT_eSPI_Generic.c"
"blob","f3ebe973ccc2fb90f6ad380653986ca3859a3ecd","10433","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/Misc/TypeTraits.cpp"
"blob","a777f4f6ad4b1397fbd27834d89539b0b42e71c7","10362","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_graphicstest_one_lib/TFT_graphicstest_one_lib.ino"
"blob","46515677bdaea2c2d8c76428b4f284365531ce42","10309","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/TFT_graphicstest_one_lib/TFT_graphicstest_one_lib.ino"
"blob","007e9548ef17313594159ea6371e0a30fedaf735","10130","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_Meters/TFT_Meters.ino"
"blob","9f463bedea0deb027ae64bba534c242ea8a866af","10017","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonDocument/MemberProxy.cpp"
"blob","10013b7e3f0fcc13fec8d7ae882eb310561a8159","9978","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Sprite/Rotated_Sprite_3/data/Eye_80x64.jpg"
"blob","e44171ced87344641651fa9d7c9ee8395f9c4cb5","9930","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/README.md"
"blob","04c3673166163b8512ee0a8adcd2ecefc1ac4f1d","9836","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonVariant/set.cpp"
"blob","9578888d5fefb34712e6487d1c20cc5f08c7f11c","9796","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonVariant/as.cpp"
"blob","a5c7090e3242f3554bf4aef244bdd7f6576c78e3","9704","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/TFT_config.h"
"blob","171970dfa1126db93facb9a15414a8925a0b1eb9","9652","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonDeserializer/array.cpp"
"blob","0e8a4a9c8f2fee102dfa1918e4732fd88a0f5545","9634","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/User_Setups/Setup62_RP2040_Nano_Connect_ILI9341.h"
"blob","3b525f28a81e154b46bea221dc7d0bd1835101e6","9619","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/TFT_Drivers/ST7735_Init.h"
"blob","094f476e74997442ba91170502743c6c01c6fd5e","9608","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/TFT_Meters/TFT_Meters.ino"
"blob","d64775c8146dc6717edb6325c1fdac88fea0b4c1","9581","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/ESP32_SDcard_jpeg/ESP32_SDcard_jpeg.ino"
"blob","67e29de7ebc3d401811456f47179c8e8fd485f93","9556","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Extensions/Sprite.h"
"blob","d1bb0b82aae078b8a169da51407e3255e84aa3e5","9541","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/Graph_2/Graph_2.ino"
"blob","bdd9bb37803a7fa6bc72f058245607ac684662ab","9398","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_ring_meter/TFT_ring_meter.ino"
"blob","569d4844297e09d0c04c96f517f07e979010d645","9326","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/Free_Font_Demo/Free_Font_Demo.ino"
"blob","bd7337abd6e54859939f2feff0fe1a184213212d","9152","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/CHANGELOG.md"
"blob","7c0a26439455da69a4f98c0d418f4b8c44b0342a","9104","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/Free_Font_Demo/Free_Fonts.h"
"blob","c795e0e49b0eba9bd12a0a387fa7b4b5a7c35d5b","9081","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/User_Setups/Setup60_RP2040_ILI9341.h"
"blob","d701aecdf1e7aa9e52c76b48324cc1d2c7ddcd1e","9056","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/All_Free_Fonts_Demo/Free_Fonts.h"
"blob","77249efea559245d73b236828a922a6e2a0337c4","9056","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/GUI Widgets/Buttons/Button_demo/Free_Fonts.h"
"blob","8ee278cdbbe020e9389381d1a1c8b87df011b0cb","9048","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/Free_Font_Demo/Free_Fonts.h"
"blob","87d4ee6ee1116cd7c01c14369846ded5c67a13c8","9025","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/TFT_Drivers/SSD1963_Init.h"
"blob","c00611b4dd0751b6b4fc4473841383cf648e36e4","8950","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_flash_jpg/TFT_flash_jpg.ino"
"blob","1aacc1eeaea4d33c0441cf40e70f125f187caa27","8665","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Processors/TFT_eSPI_ESP8266.h"
"blob","4cd335c49bbc2a1a2548b59e9945e7c1e8de128b","8626","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonArray/copyArray.cpp"
"blob","19b323b8ab87fc12f757c3a11289d89064e71502","8607","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/160 x 128/UTFT_demo_fast/UTFT_demo_fast.ino"
"blob","b2844aaa01fc4dfcd5eeea74ecbe7fe76fbaef0f","8549","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/Keypad_480x320/Keypad_480x320.ino"
"blob","8b5c9f594350c4263ce5de54853fd6896c322b0e","8453","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Test and diagnostics/Read_User_Setup/Read_User_Setup.ino"
"blob","0866844ced4cee6faf538331261cc8c997cd8330","8430","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/Keypad_240x320/Keypad_240x320.ino"
"blob","3b6d8501a851f7a8e1dfe9133b3234c7bd2ef79d","8335","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Tools/bmp2array4bit/bmp2array4bit.py"
"blob","801202c4896a7a4597ecb6e54803d81cfc54d214","8264","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Configuration.hpp"
"blob","32ddf789935551c9d57428f904a6cdc3cff2c54b","8236","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_ring_meter/Alert.h"
"blob","df31287602891a3e0e13b09ba3f2c8db951da80c","8225","Archive/CoPilotTideClock.ino"
"blob","f3ed3577386d2c8ec5905a5546375786d60ee481","8220","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Object/JsonObject.hpp"
"blob","95c1c98ae0607417d5a4e380e13d0945038c5d2e","8180","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Fonts/glcdfont.c"
"blob","b5ad527ba9d8f883310cb8f62bf3ca961a33156f","8106","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/TFT_Flash_Bitmap/Close.h"
"blob","88a7af429e55f9dea081d622de7b54a5af3544e5","8105","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/TFT_Flash_Bitmap/Alert.h"
"blob","87f55abfe528f71c725ba7eabc1e029909e5479e","8102","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/TFT_Flash_Bitmap/Info.h"
"blob","c2ce7b0e1c58d6845d174ece8f01d198ab0a0fdb","8068","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/RLE_Font_test/RLE_Font_test.ino"
"blob","6d18100a9bdb68f6ce59c315b654c50dd63a2aaa","7994","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/SPIFFS/Font_Demo_3/Font_Demo_3.ino"
"blob","df8ac13e978e84ecb092d01e94f072c45eb632b6","7937","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/LittleFS/Font_Demo_3/Font_Demo_3.ino"
"blob","4c8adbba98c92ec0e6f62085b472d215aba428d1","7872","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/ePaper/Floyd_Steinberg/Floyd_Steinberg.ino"
"blob","733c4ffc1c443100cc452cf7261ff819ae7d8881","7869","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/TFT_Screen_Capture/screenServer.ino"
"blob","ed71e86758164985978f139ac124b9157edce072","7794","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Sprite/Animated_dial/Animated_dial.ino"
"blob","d4482d6157e8988e1278f8100c8d07c2730967e8","7782","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/160 x 128/TFT_flash_jpg/TFT_flash_jpg.ino"
"blob","e9fccb30a92107223b0f3142653612b617b6bfb2","7619","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Sprite/Rotated_Sprite_2/Rotated_Sprite_2.ino"
"blob","9dd98f3a3c72daaf5f90a25d6554f7b847cd3382","7614","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/ESP8266_uncannyEyes/screenshotToConsole.ino"
"blob","5b7e8f4abec678cf367ae146ff0006dfdd05699e","7556","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/TFT_Drivers/RM68120_Init.h"
"blob","77a82cb514960e2e60412d8ca4160619ec207b56","7554","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_Meter_4/TFT_Meter_4.ino"
"blob","414365d34c47c3a27251c88769cab63264ec7638","7541","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/ePaper/Floyd_Steinberg/Floyd_Steinberg_BMP.ino"
"blob","a3fc027054a5d7b314fde530a6549bafbb8c963c","7500","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/Misc/StringAdapters.cpp"
"blob","aa9521dad227d1a7abd4c802d40c1b2147ba5d3f","7489","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/TFT_Meter_linear/TFT_Meter_linear.ino"
"blob","97e4bc6a48766a3619f11fb226a4da5443ed4a85","7463","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/Demo_3D_cube/Demo_3D_cube.ino"
"blob","df7981d35c0133e56f27d4d02a6890f1ab06c683","7461","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/Processors/TFT_eSPI_Generic.h"
"blob","0d4541ae6a64572ac60c26e0149a48a2c3fa679c","7276","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/160 x 128/TFT_Meter_5/TFT_Meter_5.ino"
"blob","5d3e40199045b0f082d84baf9595884a03c3f34b","7212","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/TFT_Screen_Capture/TFT_Screen_Capture.ino"
"blob","9a6cedeed28c61ed062171e73b429402649333a2","7188","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/UTFT_demo/UTFT_demo.ino"
"blob","038cfd4261025941b963265a65fa4cf671eed8f0","7180","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/FLASH_Array/Font_Demo_3_Array/Font_Demo_3_Array.ino"
"blob","1ce4cfb77d31c77e1c1f1797b6a7cb0db9241486","7177","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Graphics/Arc_meter_demo/Arc_meter_demo.ino"
"blob","d3d17deebf8df35b35fe9d5dada972335ce08f36","7165","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/SPIFFS/Font_Demo_2/Font_Demo_2.ino"
"blob","decef7a1fad6ae28ac1eba7c9e2b1a0167d3bb8d","7106","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/LittleFS/Font_Demo_2/Font_Demo_2.ino"
"blob","2786996d9b114da7f1d259f7eed3d0e30474c2b2","7087","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonArray/add.cpp"
"blob","07e89e249655adeb7f097328a6a58d890bb30c05","7047","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/160 x 128/TFT_graphicstest_small/TFT_graphicstest_small.ino"
"blob","d4e656b59ac56e423d85d15fbd873d60a5cea337","6973","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/Helpers/Allocators.hpp"
"blob","dda71d654a34b025d4728f48d57071b91c100a29","6916","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Variant/JsonVariantConst.hpp"
"blob","a436dcc5274201f4b2d74d9bae3e4234ed3a6815","6866","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/alphaBlend_Test/alphaBlend_Test.ino"
"blob","133b65c6f5df27c8ddfe8257f0ef59a8cca90fec","6865","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/UTFT_Demo_480x320/UTFT_Demo_480x320.ino"
"blob","ea69f1c95c7825824e1dc18674e1b47df6dcb456","6824","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonDeserializer/string.cpp"
"blob","332b635e1526a1d39e36cf60f33cc332f029a62f","6821","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/Animated_Eyes_1/data/logo.h"
"blob","338dfe4861453aa3c8857c67e5c195a34a8cfd5f","6797","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonObject/subscript.cpp"
"blob","80111c9f2c51ac80cf76df2e1ee4a0295124f948","6740","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Numbers/FloatTraits.hpp"
"blob","a6e5e7074d9f7dc0ec5f81b95e257c37004d94e3","6727","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/DMA test/boing_ball/boing_ball.ino"
"blob","0441beeac396e18b5f3e3717619699085c5aab73","6652","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Array/JsonArray.hpp"
"blob","e2a661ea71f86872a5b878f68d673a9ca37148da","6625","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/DMA test/Bouncy_Circles/Bouncy_Circles.ino"
"blob","9cab6a7a5a29403ce6022760447bebdc79140aab","6609","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Generic/ESP32_SDcard_jpeg/Data/Mouse480.jpg"
"blob","eac348f3f3ee92fd5483a0a3d61d7175c24cc74d","6502","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/480 x 320/TFT_Padding_demo/TFT_Padding_demo.ino"
"blob","3b9bc4077167081af7f0195197b02620df568aae","6479","Archive/Works6_28/TideDisplayOld/libraries/XPT2046_Touchscreen/XPT2046_Touchscreen.cpp"
"blob","551f8755fda9ef7e57d21e94016005e02f68c656","6474","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Sprite/Sprite_scroll_8bit/Sprite_scroll_8bit.ino"
"blob","135c6e6de7c2f390b540209a4078074b531f66a2","6399","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/FLASH_Array/Font_Demo_2_Array/Font_Demo_2_Array.ino"
"blob","d3208f5ff01057ea0a37d710f7ea06aba44c9bec","6338","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonVariant/compare.cpp"
"blob","5b8c781f92795257b27074ea70457b683fd80b99","6292","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/SPIFFS/Font_Demo_1/Font_Demo_1.ino"
"blob","e0b40d2c36d1b16c943c63cf6b2a2a66ccb25447","6243","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/license.txt"
"blob","061f0c1be04b65caa65b4c755571e850eebf09f7","6223","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/LittleFS/Font_Demo_1/Font_Demo_1.ino"
"blob","27d36796368dd0dfeb0a6f34a85908138d3b48c2","6217","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/MsgPack/MsgPackSerializer.hpp"
"blob","83ded13962734a12e7318ea6aa3a8f752ae919b7","6128","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Sprite/Rotated_Sprite_1/Rotated_Sprite_1.ino"
"blob","f0cf1f42a15a5796debbfc4704be3ebc60e78924","6117","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Sprite/Sprite_scroll_16bit/Sprite_scroll_16bit.ino"
"blob","007da700c5a7183e8615679f48e235dbd1e57c4f","6070","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/Smooth Fonts/SPIFFS/Print_Smooth_Font/Print_Smooth_Font.ino"
"blob","cacb7774aa95ddd59281ca82640d3e0c37d82fc3","6048","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/MsgPackSerializer/serializeVariant.cpp"
"blob","8af82cb522f733c9569071ec9ed5f5064962fe99","6048","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Memory/MemoryPoolList.hpp"
"blob","74b21f2f5e84eb167e3e1a1b6ca4247adb7156df","6017","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Variant/VariantOperators.hpp"
"blob","7e8e6ce0614666291c2ba9253f44d5f78019999c","5940","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/GUI Widgets/Sliders/Slider_demo/Slider_demo.ino"
"blob","04ca54c3e113c4072e3ff2df538971f150863c12","5933","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonDocument/ElementProxy.cpp"
"blob","bd6b69ea693c2fa974c4f5d218c71d5887a11156","5861","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/TFT_Terminal/TFT_Terminal.ino"
"blob","7685daaaba7a057dcfa351f788d55be1639c7795","5819","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Variant/VariantRefBaseImpl.hpp"
"blob","bbe4e8dcc9b7bfec8a9f1300f03c4e3a4b855386","5815","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/src/ArduinoJson/Numbers/parseNumber.hpp"
"blob","b60512342304ae5fd0031ea82774c51843e59434","5805","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/examples/320 x 240/TFT_Custom_Fonts/TFT_Custom_Fonts.ino"
"blob","28d68dc545e6f4e5f26f9a1de6db158e43290419","5797","Archive/Works6_28/TideDisplayOld/libraries/ArduinoJson/extras/tests/JsonDeserializer/input_types.cpp"
"blob","917e602c0a3d0f3ce678ddf0efbcbdae35501c22","5784","Archive/Works6_28/TideDisplayOld/libraries/TFT_eSPI/TFT_Drivers/ST7789_2_Defines.h"
